b_Intercept,b_time,sd_id__Intercept,sd_id__time,cor_id__Intercept__time,sigma,nu
0.540856450501345,-0.128728855696162,0.341459488377284,0.118185738378229,0.0599479513631356,0.301414272161501,2.00126600047682
0.44569822524216,-0.102004214596502,0.382762571955526,0.116422870653606,-0.0870881092364979,0.285680864267193,2.03307712687145
0.398973893713649,-0.0958925078464674,0.389453028019419,0.146824955411062,-0.0969146708290015,0.311539330072281,1.73602566181787
0.543629848428746,-0.118639408157734,0.442333567451654,0.143900829073049,-0.238213141914434,0.338504602370008,2.6357725592494
0.521049827771774,-0.105908359316424,0.439056860797612,0.122382406349321,-0.0970180656549952,0.318227099260097,3.09058259723573
0.444375874782497,-0.0920869138314818,0.48112074120055,0.14020989605999,-0.263149928642486,0.302374071901441,1.58274297378068
0.365569586419138,-0.0927063569692567,0.363754827342195,0.131266453661648,-0.310262142044495,0.306165371415814,1.90470195017437
0.461658066392494,-0.122570095097636,0.41789474618629,0.154027809311527,-0.436212939142023,0.282877620604929,1.86509902446868
0.462422520315925,-0.125102981370437,0.476913361605716,0.154145889962207,-0.487293238125564,0.244493525676073,1.48710670415201
0.453608520615798,-0.119036291780595,0.418246403755879,0.135959662691343,-0.402653980598491,0.241992645634729,1.4986711888248
0.431953282141101,-0.11539846889311,0.458382414839822,0.140728287530634,-0.311939453366799,0.315859228918381,2.69426509514642
0.377611871032381,-0.127597111530287,0.404742754698399,0.142464897828314,-0.470630060045632,0.31420861626318,1.70782687365343
0.445324443672369,-0.12937777136965,0.407485697766687,0.13941929984015,-0.539654997020293,0.314157796809537,2.45557464639745
0.452050896864399,-0.117631799597039,0.36726986971225,0.134019534750183,-0.350462632556647,0.281129961013836,1.32644452082631
0.452346455670526,-0.147154768779477,0.287956385378441,0.125778800068149,-0.374036641862433,0.461689474377147,3.81034478147024
0.439693099095794,-0.110420371319465,0.247165110081685,0.100220038299697,-0.0969460069390028,0.348629009780507,2.65837372528215
0.423747617015027,-0.116431475679011,0.307340841917552,0.106218244322014,-0.213805634002404,0.340739726959758,1.64285610982512
0.450153506895833,-0.110407381491895,0.3529127228666,0.120902494708295,-0.339800457416342,0.36130353196661,2.69025167248183
0.461547752070122,-0.141960445972661,0.249711824461057,0.107421253536179,-0.205241017333235,0.310199474125975,1.97489796096404
0.495107360506809,-0.118248661776829,0.364210094232395,0.140809290923158,-0.396702520174818,0.363642334833448,2.53603460080466
0.416151564846401,-0.120431902072215,0.296071816176013,0.118117496119561,-0.30018814053204,0.332350210625271,2.28224168165454
0.362409712987405,-0.11297600793231,0.320096053548857,0.122740848748331,-0.292536330201054,0.331670976833118,1.9399496894522
0.518981827438053,-0.115291357413139,0.279572825441888,0.107858445163611,-0.106138807595443,0.358373727779742,2.20570349493503
0.405898677301606,-0.125562192826892,0.245868440340857,0.107537817658531,-0.201003827706176,0.380200019780461,2.83398798759214
0.306883570400206,-0.127375590466014,0.384266387046122,0.116443873727319,-0.257040520501921,0.37165655300935,2.31093461019954
0.376658910679144,-0.116447522126602,0.305828113344027,0.118112017454747,0.129065913452227,0.328318498712864,1.74271895468844
0.536027732087873,-0.142182824514571,0.258604713933776,0.110710764871247,0.0319768590869697,0.334979885257553,1.91118299152495
0.477240072740808,-0.118447032865981,0.268744923078712,0.0971191131581772,0.0520479792385124,0.442440879183632,2.7062513576419
0.471245372604576,-0.119249921687023,0.255954663750951,0.109202354904399,0.0697317748659625,0.366474135442517,2.53715556915797
0.51737884381294,-0.130025066074879,0.255746598253351,0.125103702835618,0.101358387044599,0.397377549400378,2.30057067695676
